model,MAE,RMSE,MAPE_pct,sMAPE_pct,WAPE_pct
LSTM (lookback 24h),0.2816234748734368,0.48844911728644036,45.7857182796439,37.581805187993744,34.7310313006868
LSTM (lookback 6h),0.28349588279448545,0.4844251620265451,47.095900460297415,39.130133207122086,34.96194478594516
LSTM (lookback 60m),0.29708086250837784,0.4883101335078174,55.12130035896226,40.41466986827186,36.637303545986136
